pid,survey.date,content,energy,lonely,refreshed,restful,sad,sleep,stress
e5ffqx5h,2018-10-31,,,,3.0,3.0,,4.0,
e5z2mjax,2019-02-14,1.0,2.0,1.0,3.0,3.0,0.0,6.0,2.0
e5z2mjax,2019-02-15,2.0,3.0,0.0,2.0,1.0,0.0,5.0,1.0
e5z2mjax,2019-02-16,2.0,3.0,0.0,3.0,3.0,0.0,9.0,1.0
e5z2mjax,2019-02-17,2.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0
e5z2mjax,2019-02-18,2.0,3.0,1.0,1.0,1.0,0.0,6.0,2.0
e5z2mjax,2019-02-19,1.0,2.0,1.0,2.0,2.0,0.0,7.0,3.0
e5z2mjax,2019-02-20,1.0,3.0,0.0,0.0,1.0,2.0,6.0,3.0
e5z2mjax,2019-02-21,2.0,1.0,0.0,2.0,3.0,1.0,8.0,1.0
e5z2mjax,2019-02-22,1.0,3.0,0.0,3.0,2.0,0.0,6.0,1.0
e5z2mjax,2019-02-23,2.0,2.0,0.0,1.0,2.0,0.0,5.0,0.0
e5z2mjax,2019-02-24,2.0,2.0,0.0,3.0,2.0,0.0,7.0,0.0
e5z2mjax,2019-02-25,2.0,2.0,0.0,1.0,1.0,0.0,5.0,1.0
e5z2mjax,2019-02-26,,,,1.0,1.0,,5.0,
e5z2mjax,2019-02-27,1.0,1.0,1.0,0.0,1.0,0.0,5.0,1.0
e5z2mjax,2019-02-28,2.0,3.0,1.0,2.0,2.0,1.0,8.0,1.0
e5z2mjax,2019-03-01,2.0,3.0,1.0,2.0,3.0,0.0,8.0,0.0
e5z2mjax,2019-03-02,1.0,3.0,0.0,,,0.0,,1.0
e5z2mjax,2019-03-03,1.0,2.0,1.0,3.0,,1.0,9.0,1.0
e5z2mjax,2019-03-04,1.0,2.0,0.0,,,0.0,,1.0
e5z2mjax,2019-03-05,,,,2.0,2.0,,7.0,
e66td23l,2018-10-10,2.0,2.0,0.0,,,1.0,,1.0
e66td23l,2018-10-11,1.0,2.0,0.0,2.0,3.0,2.0,5.0,3.0
e66td23l,2018-10-12,1.0,1.0,1.0,0.0,1.0,2.0,4.0,3.0
e66td23l,2018-10-13,,,,1.0,2.0,,8.0,
e66td23l,2018-10-14,2.0,3.0,0.0,1.0,2.0,1.0,12.0,3.0
e66td23l,2018-10-15,2.0,1.0,0.0,1.0,1.0,0.0,,1.0
e66td23l,2018-10-16,2.0,2.0,0.0,2.0,2.0,1.0,3.0,2.0
e66td23l,2018-10-17,1.0,0.0,0.0,2.0,2.0,3.0,7.0,3.0
e66td23l,2018-10-18,3.0,3.0,0.0,2.0,1.0,3.0,6.0,0.0
e66td23l,2018-10-19,,,,2.0,3.0,,12.0,
e66td23l,2018-10-20,1.0,1.0,0.0,2.0,2.0,1.0,12.0,2.0
e66td23l,2018-10-21,0.0,1.0,0.0,2.0,2.0,3.0,4.0,3.0
e66td23l,2018-10-22,,,,2.0,0.0,,0.0,
e66td23l,2018-10-23,1.0,1.0,0.0,2.0,2.0,0.0,,0.0
e66td23l,2018-10-24,1.0,1.0,0.0,3.0,2.0,0.0,,2.0
e66td23l,2018-10-25,2.0,2.0,0.0,1.0,1.0,1.0,11.0,1.0
e66td23l,2018-10-26,3.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
e66td23l,2018-10-27,,,,3.0,3.0,,12.0,
e66td23l,2018-10-28,1.0,1.0,0.0,2.0,3.0,2.0,,0.0
e66td23l,2018-10-29,2.0,1.0,0.0,1.0,1.0,2.0,7.0,1.0
e66td23l,2018-10-30,0.0,0.0,3.0,1.0,1.0,3.0,2.0,3.0
e66td23l,2018-10-31,,,,3.0,3.0,,4.0,
e6rb11dp,2018-10-10,2.0,2.0,0.0,,,1.0,,1.0
e6rb11dp,2018-10-11,1.0,2.0,0.0,2.0,3.0,2.0,5.0,3.0
e6rb11dp,2018-10-12,1.0,1.0,1.0,0.0,1.0,2.0,4.0,3.0
e6rb11dp,2018-10-13,,,,1.0,2.0,,8.0,
e6rb11dp,2018-10-14,2.0,3.0,0.0,1.0,2.0,1.0,12.0,3.0
e6rb11dp,2018-10-15,2.0,1.0,0.0,1.0,1.0,0.0,,1.0
e6rb11dp,2018-10-16,2.0,2.0,0.0,2.0,2.0,1.0,3.0,2.0
e6rb11dp,2018-10-17,1.0,0.0,0.0,2.0,2.0,3.0,7.0,3.0
e6rb11dp,2018-10-18,3.0,3.0,0.0,2.0,1.0,3.0,6.0,0.0
e6rb11dp,2018-10-19,,,,2.0,3.0,,12.0,
e6rb11dp,2018-10-20,1.0,1.0,0.0,2.0,2.0,1.0,12.0,2.0
e6rb11dp,2018-10-21,0.0,1.0,0.0,2.0,2.0,3.0,4.0,3.0
e6rb11dp,2018-10-22,,,,2.0,0.0,,0.0,
e6rb11dp,2018-10-23,1.0,1.0,0.0,2.0,2.0,0.0,,0.0
e6rb11dp,2018-10-24,1.0,1.0,0.0,3.0,2.0,0.0,,2.0
e6rb11dp,2018-10-25,2.0,2.0,0.0,1.0,1.0,1.0,11.0,1.0
e6rb11dp,2018-10-26,3.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
e6rb11dp,2018-10-27,,,,3.0,3.0,,12.0,
e6rb11dp,2018-10-28,1.0,1.0,0.0,2.0,3.0,2.0,,0.0
e6rb11dp,2018-10-29,2.0,1.0,0.0,1.0,1.0,2.0,7.0,1.0
e6rb11dp,2018-10-30,0.0,0.0,3.0,1.0,1.0,3.0,2.0,3.0
e6rb11dp,2018-10-31,,,,3.0,3.0,,4.0,
eb28d3oi,2019-02-14,2.0,3.0,1.0,2.0,3.0,0.0,6.0,1.0
eb28d3oi,2019-02-15,2.0,3.0,0.0,1.0,2.0,0.0,6.0,1.0
eb28d3oi,2019-02-16,2.0,2.0,1.0,3.0,3.0,0.0,7.0,2.0
eb28d3oi,2019-02-17,,,,3.0,3.0,,8.0,
eb28d3oi,2019-02-18,1.0,2.0,0.0,2.0,2.0,0.0,7.0,2.0
eb28d3oi,2019-02-19,,,,1.0,1.0,,6.0,
eb28d3oi,2019-02-20,1.0,2.0,0.0,2.0,2.0,1.0,6.0,3.0
eb28d3oi,2019-02-21,2.0,2.0,0.0,3.0,3.0,0.0,6.0,1.0
eb28d3oi,2019-02-22,,,,2.0,2.0,,6.0,
eb28d3oi,2019-02-23,2.0,3.0,0.0,2.0,3.0,0.0,8.0,1.0
eb28d3oi,2019-02-24,2.0,2.0,0.0,3.0,3.0,0.0,7.0,0.0
eb28d3oi,2019-02-25,2.0,1.0,0.0,3.0,3.0,0.0,7.0,2.0
eb28d3oi,2019-02-26,0.0,,0.0,3.0,3.0,0.0,6.0,2.0
eb28d3oi,2019-02-27,1.0,2.0,0.0,,2.0,0.0,5.0,1.0
eb28d3oi,2019-02-28,2.0,2.0,0.0,1.0,2.0,0.0,6.0,1.0
eb28d3oi,2019-03-01,3.0,3.0,0.0,3.0,3.0,0.0,7.0,1.0
eb28d3oi,2019-03-02,3.0,3.0,0.0,2.0,2.0,0.0,6.0,1.0
eb28d3oi,2019-03-03,1.0,2.0,0.0,3.0,3.0,1.0,8.0,2.0
eb28d3oi,2019-03-04,,,,3.0,3.0,,8.0,
eb28d3oi,2019-03-05,2.0,1.0,0.0,1.0,1.0,0.0,6.0,1.0
eb28d3oi,2019-03-06,2.0,2.0,,3.0,3.0,0.0,7.0,2.0
eb28d3oi,2019-03-07,,,,2.0,2.0,,6.0,
ecd98y9q,2018-10-10,2.0,2.0,0.0,,,1.0,,1.0
ecd98y9q,2018-10-11,1.0,2.0,0.0,2.0,3.0,2.0,5.0,3.0
ecd98y9q,2018-10-12,1.0,1.0,1.0,0.0,1.0,2.0,4.0,3.0
ecd98y9q,2018-10-13,,,,1.0,2.0,,8.0,
ecd98y9q,2018-10-14,2.0,3.0,0.0,1.0,2.0,1.0,12.0,3.0
ecd98y9q,2018-10-15,2.0,1.0,0.0,1.0,1.0,0.0,,1.0
ecd98y9q,2018-10-16,2.0,2.0,0.0,2.0,2.0,1.0,3.0,2.0
ecd98y9q,2018-10-17,1.0,0.0,0.0,2.0,2.0,3.0,7.0,3.0
ecd98y9q,2018-10-18,3.0,3.0,0.0,2.0,1.0,3.0,6.0,0.0
ecd98y9q,2018-10-19,,,,2.0,3.0,,12.0,
ecd98y9q,2018-10-20,1.0,1.0,0.0,2.0,2.0,1.0,12.0,2.0
ecd98y9q,2018-10-21,0.0,1.0,0.0,2.0,2.0,3.0,4.0,3.0
ecd98y9q,2018-10-22,,,,2.0,0.0,,0.0,
ecd98y9q,2018-10-23,1.0,1.0,0.0,2.0,2.0,0.0,,0.0
ecd98y9q,2018-10-24,1.0,1.0,0.0,3.0,2.0,0.0,,2.0
ecd98y9q,2018-10-25,2.0,2.0,0.0,1.0,1.0,1.0,11.0,1.0
ecd98y9q,2018-10-26,3.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
ecd98y9q,2018-10-27,,,,3.0,3.0,,12.0,
ecd98y9q,2018-10-28,1.0,1.0,0.0,2.0,3.0,2.0,,0.0
ecd98y9q,2018-10-29,2.0,1.0,0.0,1.0,1.0,2.0,7.0,1.0
ecd98y9q,2018-10-30,0.0,0.0,3.0,1.0,1.0,3.0,2.0,3.0
ecd98y9q,2018-10-31,,,,3.0,3.0,,4.0,
ed6bol3q,2018-10-10,2.0,2.0,0.0,,,1.0,,1.0
ed6bol3q,2018-10-11,1.0,2.0,0.0,2.0,3.0,2.0,5.0,3.0
ed6bol3q,2018-10-12,1.0,1.0,1.0,0.0,1.0,2.0,4.0,3.0
ed6bol3q,2018-10-13,,,,1.0,2.0,,8.0,
ed6bol3q,2018-10-14,2.0,3.0,0.0,1.0,2.0,1.0,12.0,3.0
ed6bol3q,2018-10-15,2.0,1.0,0.0,1.0,1.0,0.0,,1.0
ed6bol3q,2018-10-16,2.0,2.0,0.0,2.0,2.0,1.0,3.0,2.0
ed6bol3q,2018-10-17,1.0,0.0,0.0,2.0,2.0,3.0,7.0,3.0
ed6bol3q,2018-10-18,3.0,3.0,0.0,2.0,1.0,3.0,6.0,0.0
ed6bol3q,2018-10-19,,,,2.0,3.0,,12.0,
ed6bol3q,2018-10-20,1.0,1.0,0.0,2.0,2.0,1.0,12.0,2.0
ed6bol3q,2018-10-21,0.0,1.0,0.0,2.0,2.0,3.0,4.0,3.0
ed6bol3q,2018-10-22,,,,2.0,0.0,,0.0,
ed6bol3q,2018-10-23,1.0,1.0,0.0,2.0,2.0,0.0,,0.0
ed6bol3q,2018-10-24,1.0,1.0,0.0,3.0,2.0,0.0,,2.0
ed6bol3q,2018-10-25,2.0,2.0,0.0,1.0,1.0,1.0,11.0,1.0
ed6bol3q,2018-10-26,3.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
ed6bol3q,2018-10-27,,,,3.0,3.0,,12.0,
ed6bol3q,2018-10-28,1.0,1.0,0.0,2.0,3.0,2.0,,0.0
ed6bol3q,2018-10-29,2.0,1.0,0.0,1.0,1.0,2.0,7.0,1.0
ed6bol3q,2018-10-30,0.0,0.0,3.0,1.0,1.0,3.0,2.0,3.0
ed6bol3q,2018-10-31,,,,3.0,3.0,,4.0,
ee3k5425,2018-10-10,2.0,2.0,0.0,,,1.0,,1.0
ee3k5425,2018-10-11,1.0,2.0,0.0,2.0,3.0,2.0,5.0,3.0
ee3k5425,2018-10-12,1.0,1.0,1.0,0.0,1.0,2.0,4.0,3.0
ee3k5425,2018-10-13,,,,1.0,2.0,,8.0,
ee3k5425,2018-10-14,2.0,3.0,0.0,1.0,2.0,1.0,12.0,3.0
ee3k5425,2018-10-15,2.0,1.0,0.0,1.0,1.0,0.0,,1.0
ee3k5425,2018-10-16,2.0,2.0,0.0,2.0,2.0,1.0,3.0,2.0
ee3k5425,2018-10-17,1.0,0.0,0.0,2.0,2.0,3.0,7.0,3.0
ee3k5425,2018-10-18,3.0,3.0,0.0,2.0,1.0,3.0,6.0,0.0
ee3k5425,2018-10-19,,,,2.0,3.0,,12.0,
ee3k5425,2018-10-20,1.0,1.0,0.0,2.0,2.0,1.0,12.0,2.0
ee3k5425,2018-10-21,0.0,1.0,0.0,2.0,2.0,3.0,4.0,3.0
ee3k5425,2018-10-22,,,,2.0,0.0,,0.0,
ee3k5425,2018-10-23,1.0,1.0,0.0,2.0,2.0,0.0,,0.0
ee3k5425,2018-10-24,1.0,1.0,0.0,3.0,2.0,0.0,,2.0
ee3k5425,2018-10-25,2.0,2.0,0.0,1.0,1.0,1.0,11.0,1.0
ee3k5425,2018-10-26,3.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
ee3k5425,2018-10-27,,,,3.0,3.0,,12.0,
ee3k5425,2018-10-28,1.0,1.0,0.0,2.0,3.0,2.0,,0.0
ee3k5425,2018-10-29,2.0,1.0,0.0,1.0,1.0,2.0,7.0,1.0
ee3k5425,2018-10-30,0.0,0.0,3.0,1.0,1.0,3.0,2.0,3.0
ee3k5425,2018-10-31,,,,3.0,3.0,,4.0,
ee982u5a,2018-10-10,2.0,2.0,0.0,,,1.0,,1.0
ee982u5a,2018-10-11,1.0,2.0,0.0,2.0,3.0,2.0,5.0,3.0
ee982u5a,2018-10-12,1.0,1.0,1.0,0.0,1.0,2.0,4.0,3.0
ee982u5a,2018-10-13,,,,1.0,2.0,,8.0,
ee982u5a,2018-10-14,2.0,3.0,0.0,1.0,2.0,1.0,12.0,3.0
ee982u5a,2018-10-15,2.0,1.0,0.0,1.0,1.0,0.0,,1.0
ee982u5a,2018-10-16,2.0,2.0,0.0,2.0,2.0,1.0,3.0,2.0
ee982u5a,2018-10-17,1.0,0.0,0.0,2.0,2.0,3.0,7.0,3.0
ee982u5a,2018-10-18,3.0,3.0,0.0,2.0,1.0,3.0,6.0,0.0
ee982u5a,2018-10-19,,,,2.0,3.0,,12.0,
ee982u5a,2018-10-20,1.0,1.0,0.0,2.0,2.0,1.0,12.0,2.0
ee982u5a,2018-10-21,0.0,1.0,0.0,2.0,2.0,3.0,4.0,3.0
ee982u5a,2018-10-22,,,,2.0,0.0,,0.0,
ee982u5a,2018-10-23,1.0,1.0,0.0,2.0,2.0,0.0,,0.0
ee982u5a,2018-10-24,1.0,1.0,0.0,3.0,2.0,0.0,,2.0
ee982u5a,2018-10-25,2.0,2.0,0.0,1.0,1.0,1.0,11.0,1.0
ee982u5a,2018-10-26,3.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
ee982u5a,2018-10-27,,,,3.0,3.0,,12.0,
ee982u5a,2018-10-28,1.0,1.0,0.0,2.0,3.0,2.0,,0.0
ee982u5a,2018-10-29,2.0,1.0,0.0,1.0,1.0,2.0,7.0,1.0
ee982u5a,2018-10-30,0.0,0.0,3.0,1.0,1.0,3.0,2.0,3.0
ee982u5a,2018-10-31,,,,3.0,3.0,,4.0,
eecwwi1f,2018-10-10,2.0,2.0,0.0,,,1.0,,1.0
eecwwi1f,2018-10-11,1.0,2.0,0.0,2.0,3.0,2.0,5.0,3.0
eecwwi1f,2018-10-12,1.0,1.0,1.0,0.0,1.0,2.0,4.0,3.0
eecwwi1f,2018-10-13,,,,1.0,2.0,,8.0,
eecwwi1f,2018-10-14,2.0,3.0,0.0,1.0,2.0,1.0,12.0,3.0
eecwwi1f,2018-10-15,2.0,1.0,0.0,1.0,1.0,0.0,,1.0
eecwwi1f,2018-10-16,2.0,2.0,0.0,2.0,2.0,1.0,3.0,2.0
eecwwi1f,2018-10-17,1.0,0.0,0.0,2.0,2.0,3.0,7.0,3.0
eecwwi1f,2018-10-18,3.0,3.0,0.0,2.0,1.0,3.0,6.0,0.0
eecwwi1f,2018-10-19,,,,2.0,3.0,,12.0,
eecwwi1f,2018-10-20,1.0,1.0,0.0,2.0,2.0,1.0,12.0,2.0
eecwwi1f,2018-10-21,0.0,1.0,0.0,2.0,2.0,3.0,4.0,3.0
eecwwi1f,2018-10-22,,,,2.0,0.0,,0.0,
eecwwi1f,2018-10-23,1.0,1.0,0.0,2.0,2.0,0.0,,0.0
eecwwi1f,2018-10-24,1.0,1.0,0.0,3.0,2.0,0.0,,2.0
eecwwi1f,2018-10-25,2.0,2.0,0.0,1.0,1.0,1.0,11.0,1.0
eecwwi1f,2018-10-26,3.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
eecwwi1f,2018-10-27,,,,3.0,3.0,,12.0,
eecwwi1f,2018-10-28,1.0,1.0,0.0,2.0,3.0,2.0,,0.0
eecwwi1f,2018-10-29,2.0,1.0,0.0,1.0,1.0,2.0,7.0,1.0
eecwwi1f,2018-10-30,0.0,0.0,3.0,1.0,1.0,3.0,2.0,3.0
eecwwi1f,2018-10-31,,,,3.0,3.0,,4.0,
eelzk7wz,2018-10-10,2.0,2.0,0.0,,,1.0,,1.0
eelzk7wz,2018-10-11,1.0,2.0,0.0,2.0,3.0,2.0,5.0,3.0
eelzk7wz,2018-10-12,1.0,1.0,1.0,0.0,1.0,2.0,4.0,3.0
eelzk7wz,2018-10-13,,,,1.0,2.0,,8.0,
eelzk7wz,2018-10-14,2.0,3.0,0.0,1.0,2.0,1.0,12.0,3.0
eelzk7wz,2018-10-15,2.0,1.0,0.0,1.0,1.0,0.0,,1.0
eelzk7wz,2018-10-16,2.0,2.0,0.0,2.0,2.0,1.0,3.0,2.0
eelzk7wz,2018-10-17,1.0,0.0,0.0,2.0,2.0,3.0,7.0,3.0
eelzk7wz,2018-10-18,3.0,3.0,0.0,2.0,1.0,3.0,6.0,0.0
eelzk7wz,2018-10-19,,,,2.0,3.0,,12.0,
eelzk7wz,2018-10-20,1.0,1.0,0.0,2.0,2.0,1.0,12.0,2.0
eelzk7wz,2018-10-21,0.0,1.0,0.0,2.0,2.0,3.0,4.0,3.0
eelzk7wz,2018-10-22,,,,2.0,0.0,,0.0,
eelzk7wz,2018-10-23,1.0,1.0,0.0,2.0,2.0,0.0,,0.0
eelzk7wz,2018-10-24,1.0,1.0,0.0,3.0,2.0,0.0,,2.0
eelzk7wz,2018-10-25,2.0,2.0,0.0,1.0,1.0,1.0,11.0,1.0
eelzk7wz,2018-10-26,3.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
eelzk7wz,2018-10-27,,,,3.0,3.0,,12.0,
eelzk7wz,2018-10-28,1.0,1.0,0.0,2.0,3.0,2.0,,0.0
eelzk7wz,2018-10-29,2.0,1.0,0.0,1.0,1.0,2.0,7.0,1.0
eelzk7wz,2018-10-30,0.0,0.0,3.0,1.0,1.0,3.0,2.0,3.0
eelzk7wz,2018-10-31,,,,3.0,3.0,,4.0,
eenuom6w,2018-10-10,2.0,2.0,0.0,,,1.0,,1.0
eenuom6w,2018-10-11,1.0,2.0,0.0,2.0,3.0,2.0,5.0,3.0
eenuom6w,2018-10-12,1.0,1.0,1.0,0.0,1.0,2.0,4.0,3.0
eenuom6w,2018-10-13,,,,1.0,2.0,,8.0,
eenuom6w,2018-10-14,2.0,3.0,0.0,1.0,2.0,1.0,12.0,3.0
eenuom6w,2018-10-15,2.0,1.0,0.0,1.0,1.0,0.0,,1.0
eenuom6w,2018-10-16,2.0,2.0,0.0,2.0,2.0,1.0,3.0,2.0
eenuom6w,2018-10-17,1.0,0.0,0.0,2.0,2.0,3.0,7.0,3.0
eenuom6w,2018-10-18,3.0,3.0,0.0,2.0,1.0,3.0,6.0,0.0
eenuom6w,2018-10-19,,,,2.0,3.0,,12.0,
eenuom6w,2018-10-20,1.0,1.0,0.0,2.0,2.0,1.0,12.0,2.0
eenuom6w,2018-10-21,0.0,1.0,0.0,2.0,2.0,3.0,4.0,3.0
eenuom6w,2018-10-22,,,,2.0,0.0,,0.0,
eenuom6w,2018-10-23,1.0,1.0,0.0,2.0,2.0,0.0,,0.0
eenuom6w,2018-10-24,1.0,1.0,0.0,3.0,2.0,0.0,,2.0
eenuom6w,2018-10-25,2.0,2.0,0.0,1.0,1.0,1.0,11.0,1.0
eenuom6w,2018-10-26,3.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
eenuom6w,2018-10-27,,,,3.0,3.0,,12.0,
eenuom6w,2018-10-28,1.0,1.0,0.0,2.0,3.0,2.0,,0.0
eenuom6w,2018-10-29,2.0,1.0,0.0,1.0,1.0,2.0,7.0,1.0
eenuom6w,2018-10-30,0.0,0.0,3.0,1.0,1.0,3.0,2.0,3.0
eenuom6w,2018-10-31,,,,3.0,3.0,,4.0,
ef392ujt,2019-02-14,2.0,2.0,1.0,2.0,2.0,0.0,8.0,1.0
ef392ujt,2019-02-15,2.0,3.0,0.0,2.0,2.0,0.0,8.0,0.0
ef392ujt,2019-02-16,3.0,3.0,0.0,2.0,2.0,0.0,7.0,0.0
ef392ujt,2019-02-17,3.0,3.0,0.0,1.0,2.0,0.0,7.0,0.0
ef392ujt,2019-02-18,2.0,2.0,1.0,2.0,2.0,0.0,8.0,1.0
ef392ujt,2019-02-19,2.0,2.0,1.0,2.0,2.0,0.0,7.0,1.0
ef392ujt,2019-02-20,2.0,2.0,1.0,2.0,2.0,0.0,7.0,1.0
ef392ujt,2019-02-21,2.0,3.0,0.0,2.0,2.0,0.0,7.0,2.0
ef392ujt,2019-02-22,2.0,3.0,0.0,2.0,2.0,0.0,7.0,1.0
ef392ujt,2019-02-23,2.0,2.0,0.0,3.0,3.0,1.0,8.0,0.0
ef392ujt,2019-02-24,2.0,3.0,0.0,3.0,2.0,0.0,8.0,0.0
ef392ujt,2019-02-25,2.0,2.0,0.0,2.0,2.0,0.0,7.0,0.0
ef392ujt,2019-02-26,2.0,3.0,0.0,2.0,2.0,0.0,7.0,1.0
ef392ujt,2019-02-27,2.0,3.0,0.0,3.0,3.0,0.0,7.0,1.0
ef392ujt,2019-02-28,2.0,3.0,0.0,2.0,2.0,0.0,7.0,0.0
ef392ujt,2019-03-01,2.0,3.0,0.0,3.0,3.0,0.0,7.0,0.0
ef392ujt,2019-03-02,3.0,3.0,0.0,3.0,3.0,0.0,8.0,0.0
ef392ujt,2019-03-03,3.0,3.0,0.0,2.0,2.0,0.0,8.0,0.0
ef392ujt,2019-03-04,2.0,3.0,0.0,2.0,2.0,0.0,7.0,1.0
ef392ujt,2019-03-05,2.0,3.0,0.0,3.0,2.0,0.0,9.0,0.0
ef392ujt,2019-03-06,2.0,3.0,0.0,3.0,3.0,1.0,9.0,0.0
ef392ujt,2019-03-07,2.0,3.0,0.0,2.0,2.0,1.0,7.0,1.0
ef392ujt,2019-03-08,2.0,2.0,0.0,3.0,3.0,0.0,8.0,0.0
ef392ujt,2019-03-09,2.0,3.0,0.0,1.0,1.0,0.0,5.0,0.0
eg5rfq53,2018-10-10,2.0,2.0,0.0,,,1.0,,1.0
eg5rfq53,2018-10-11,1.0,2.0,0.0,2.0,3.0,2.0,5.0,3.0
eg5rfq53,2018-10-12,1.0,1.0,1.0,0.0,1.0,2.0,4.0,3.0
eg5rfq53,2018-10-13,,,,1.0,2.0,,8.0,
eg5rfq53,2018-10-14,2.0,3.0,0.0,1.0,2.0,1.0,12.0,3.0
eg5rfq53,2018-10-15,2.0,1.0,0.0,1.0,1.0,0.0,,1.0
eg5rfq53,2018-10-16,2.0,2.0,0.0,2.0,2.0,1.0,3.0,2.0
eg5rfq53,2018-10-17,1.0,0.0,0.0,2.0,2.0,3.0,7.0,3.0
eg5rfq53,2018-10-18,3.0,3.0,0.0,2.0,1.0,3.0,6.0,0.0
eg5rfq53,2018-10-19,,,,2.0,3.0,,12.0,
eg5rfq53,2018-10-20,1.0,1.0,0.0,2.0,2.0,1.0,12.0,2.0
eg5rfq53,2018-10-21,0.0,1.0,0.0,2.0,2.0,3.0,4.0,3.0
eg5rfq53,2018-10-22,,,,2.0,0.0,,0.0,
eg5rfq53,2018-10-23,1.0,1.0,0.0,2.0,2.0,0.0,,0.0
eg5rfq53,2018-10-24,1.0,1.0,0.0,3.0,2.0,0.0,,2.0
eg5rfq53,2018-10-25,2.0,2.0,0.0,1.0,1.0,1.0,11.0,1.0
eg5rfq53,2018-10-26,3.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
eg5rfq53,2018-10-27,,,,3.0,3.0,,12.0,
eg5rfq53,2018-10-28,1.0,1.0,0.0,2.0,3.0,2.0,,0.0
eg5rfq53,2018-10-29,2.0,1.0,0.0,1.0,1.0,2.0,7.0,1.0
eg5rfq53,2018-10-30,0.0,0.0,3.0,1.0,1.0,3.0,2.0,3.0
eg5rfq53,2018-10-31,,,,3.0,3.0,,4.0,
ehh88qyx,2018-10-10,2.0,2.0,0.0,,,1.0,,1.0
ehh88qyx,2018-10-11,1.0,2.0,0.0,2.0,3.0,2.0,5.0,3.0
ehh88qyx,2018-10-12,1.0,1.0,1.0,0.0,1.0,2.0,4.0,3.0
ehh88qyx,2018-10-13,,,,1.0,2.0,,8.0,
ehh88qyx,2018-10-14,2.0,3.0,0.0,1.0,2.0,1.0,12.0,3.0
ehh88qyx,2018-10-15,2.0,1.0,0.0,1.0,1.0,0.0,,1.0
ehh88qyx,2018-10-16,2.0,2.0,0.0,2.0,2.0,1.0,3.0,2.0
ehh88qyx,2018-10-17,1.0,0.0,0.0,2.0,2.0,3.0,7.0,3.0
ehh88qyx,2018-10-18,3.0,3.0,0.0,2.0,1.0,3.0,6.0,0.0
ehh88qyx,2018-10-19,,,,2.0,3.0,,12.0,
ehh88qyx,2018-10-20,1.0,1.0,0.0,2.0,2.0,1.0,12.0,2.0
ehh88qyx,2018-10-21,0.0,1.0,0.0,2.0,2.0,3.0,4.0,3.0
ehh88qyx,2018-10-22,,,,2.0,0.0,,0.0,
ehh88qyx,2018-10-23,1.0,1.0,0.0,2.0,2.0,0.0,,0.0
ehh88qyx,2018-10-24,1.0,1.0,0.0,3.0,2.0,0.0,,2.0
ehh88qyx,2018-10-25,2.0,2.0,0.0,1.0,1.0,1.0,11.0,1.0
ehh88qyx,2018-10-26,3.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
ehh88qyx,2018-10-27,,,,3.0,3.0,,12.0,
ehh88qyx,2018-10-28,1.0,1.0,0.0,2.0,3.0,2.0,,0.0
ehh88qyx,2018-10-29,2.0,1.0,0.0,1.0,1.0,2.0,7.0,1.0
ehh88qyx,2018-10-30,0.0,0.0,3.0,1.0,1.0,3.0,2.0,3.0
ehh88qyx,2018-10-31,,,,3.0,3.0,,4.0,
ej8gbvzs,2018-10-10,2.0,2.0,0.0,,,1.0,,1.0
ej8gbvzs,2018-10-11,1.0,2.0,0.0,2.0,3.0,2.0,5.0,3.0
ej8gbvzs,2018-10-12,1.0,1.0,1.0,0.0,1.0,2.0,4.0,3.0
ej8gbvzs,2018-10-13,,,,1.0,2.0,,8.0,
ej8gbvzs,2018-10-14,2.0,3.0,0.0,1.0,2.0,1.0,12.0,3.0
ej8gbvzs,2018-10-15,2.0,1.0,0.0,1.0,1.0,0.0,,1.0
ej8gbvzs,2018-10-16,2.0,2.0,0.0,2.0,2.0,1.0,3.0,2.0
ej8gbvzs,2018-10-17,1.0,0.0,0.0,2.0,2.0,3.0,7.0,3.0
ej8gbvzs,2018-10-18,3.0,3.0,0.0,2.0,1.0,3.0,6.0,0.0
ej8gbvzs,2018-10-19,,,,2.0,3.0,,12.0,
ej8gbvzs,2018-10-20,1.0,1.0,0.0,2.0,2.0,1.0,12.0,2.0
ej8gbvzs,2018-10-21,0.0,1.0,0.0,2.0,2.0,3.0,4.0,3.0
ej8gbvzs,2018-10-22,,,,2.0,0.0,,0.0,
ej8gbvzs,2018-10-23,1.0,1.0,0.0,2.0,2.0,0.0,,0.0
ej8gbvzs,2018-10-24,1.0,1.0,0.0,3.0,2.0,0.0,,2.0
ej8gbvzs,2018-10-25,2.0,2.0,0.0,1.0,1.0,1.0,11.0,1.0
ej8gbvzs,2018-10-26,3.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
