pid,survey.date,content,energy,lonely,refreshed,restful,sad,sleep,stress
8e2pmoo5,2018-10-10,2.0,2.0,0.0,,,1.0,,1.0
8e2pmoo5,2018-10-11,1.0,2.0,0.0,2.0,3.0,2.0,5.0,3.0
8e2pmoo5,2018-10-12,1.0,1.0,1.0,0.0,1.0,2.0,4.0,3.0
8e2pmoo5,2018-10-13,,,,1.0,2.0,,8.0,
8e2pmoo5,2018-10-14,2.0,3.0,0.0,1.0,2.0,1.0,12.0,3.0
8e2pmoo5,2018-10-15,2.0,1.0,0.0,1.0,1.0,0.0,,1.0
8e2pmoo5,2018-10-16,2.0,2.0,0.0,2.0,2.0,1.0,3.0,2.0
8e2pmoo5,2018-10-17,1.0,0.0,0.0,2.0,2.0,3.0,7.0,3.0
8e2pmoo5,2018-10-18,3.0,3.0,0.0,2.0,1.0,3.0,6.0,0.0
8e2pmoo5,2018-10-19,,,,2.0,3.0,,12.0,
8e2pmoo5,2018-10-20,1.0,1.0,0.0,2.0,2.0,1.0,12.0,2.0
8e2pmoo5,2018-10-21,0.0,1.0,0.0,2.0,2.0,3.0,4.0,3.0
8e2pmoo5,2018-10-22,,,,2.0,0.0,,0.0,
8e2pmoo5,2018-10-23,1.0,1.0,0.0,2.0,2.0,0.0,,0.0
8e2pmoo5,2018-10-24,1.0,1.0,0.0,3.0,2.0,0.0,,2.0
8e2pmoo5,2018-10-25,2.0,2.0,0.0,1.0,1.0,1.0,11.0,1.0
8e2pmoo5,2018-10-26,3.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
8e2pmoo5,2018-10-27,,,,3.0,3.0,,12.0,
8e2pmoo5,2018-10-28,1.0,1.0,0.0,2.0,3.0,2.0,,0.0
8e2pmoo5,2018-10-29,2.0,1.0,0.0,1.0,1.0,2.0,7.0,1.0
8e2pmoo5,2018-10-30,0.0,0.0,3.0,1.0,1.0,3.0,2.0,3.0
8e2pmoo5,2018-10-31,,,,3.0,3.0,,4.0,
8egdtd6q,2019-02-14,,,,1.0,2.0,,7.0,
8egdtd6q,2019-02-15,2.0,1.0,0.0,,,1.0,,1.0
8egdtd6q,2019-02-16,,,,2.0,2.0,,7.0,
8egdtd6q,2019-02-17,2.0,2.0,1.0,,,1.0,,2.0
8egdtd6q,2019-02-18,0.0,,3.0,2.0,3.0,3.0,7.0,3.0
8egdtd6q,2019-02-19,0.0,,3.0,,,3.0,,3.0
8egdtd6q,2019-02-20,,,,0.0,2.0,,6.0,
8egdtd6q,2019-02-21,,,,1.0,1.0,,7.0,
8egdtd6q,2019-02-22,0.0,,3.0,,,3.0,,3.0
8egdtd6q,2019-02-23,1.0,,3.0,,,3.0,,3.0
8egdtd6q,2019-02-24,0.0,,3.0,,,3.0,,3.0
8egdtd6q,2019-02-25,1.0,,2.0,1.0,1.0,2.0,8.0,2.0
8egdtd6q,2019-02-26,1.0,,2.0,1.0,0.0,2.0,7.0,2.0
8egdtd6q,2019-02-27,1.0,,3.0,0.0,1.0,3.0,6.0,3.0
8egdtd6q,2019-02-28,1.0,1.0,2.0,0.0,1.0,2.0,7.0,2.0
8egdtd6q,2019-03-01,,,,2.0,3.0,,5.0,
8egdtd6q,2019-03-02,1.0,2.0,1.0,,,1.0,,1.0
8egdtd6q,2019-03-03,,,,3.0,3.0,,8.0,
8egdtd6q,2019-03-04,1.0,2.0,3.0,2.0,2.0,3.0,7.0,3.0
8egdtd6q,2019-03-05,2.0,2.0,1.0,3.0,3.0,1.0,4.0,1.0
8egdtd6q,2019-03-07,1.0,1.0,3.0,,,3.0,,2.0
8ehrxzqc,2018-10-10,2.0,2.0,0.0,,,1.0,,1.0
8ehrxzqc,2018-10-11,1.0,2.0,0.0,2.0,3.0,2.0,5.0,3.0
8ehrxzqc,2018-10-12,1.0,1.0,1.0,0.0,1.0,2.0,4.0,3.0
8ehrxzqc,2018-10-13,,,,1.0,2.0,,8.0,
8ehrxzqc,2018-10-14,2.0,3.0,0.0,1.0,2.0,1.0,12.0,3.0
8ehrxzqc,2018-10-15,2.0,1.0,0.0,1.0,1.0,0.0,,1.0
8ehrxzqc,2018-10-16,2.0,2.0,0.0,2.0,2.0,1.0,3.0,2.0
8ehrxzqc,2018-10-17,1.0,0.0,0.0,2.0,2.0,3.0,7.0,3.0
8ehrxzqc,2018-10-18,3.0,3.0,0.0,2.0,1.0,3.0,6.0,0.0
8ehrxzqc,2018-10-19,,,,2.0,3.0,,12.0,
8ehrxzqc,2018-10-20,1.0,1.0,0.0,2.0,2.0,1.0,12.0,2.0
8ehrxzqc,2018-10-21,0.0,1.0,0.0,2.0,2.0,3.0,4.0,3.0
8ehrxzqc,2018-10-22,,,,2.0,0.0,,0.0,
8ehrxzqc,2018-10-23,1.0,1.0,0.0,2.0,2.0,0.0,,0.0
8ehrxzqc,2018-10-24,1.0,1.0,0.0,3.0,2.0,0.0,,2.0
8ehrxzqc,2018-10-25,2.0,2.0,0.0,1.0,1.0,1.0,11.0,1.0
8ehrxzqc,2018-10-26,3.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
8ehrxzqc,2018-10-27,,,,3.0,3.0,,12.0,
8ehrxzqc,2018-10-28,1.0,1.0,0.0,2.0,3.0,2.0,,0.0
8ehrxzqc,2018-10-29,2.0,1.0,0.0,1.0,1.0,2.0,7.0,1.0
8ehrxzqc,2018-10-30,0.0,0.0,3.0,1.0,1.0,3.0,2.0,3.0
8ehrxzqc,2018-10-31,,,,3.0,3.0,,4.0,
8en9r3sa,2018-10-10,2.0,2.0,0.0,,,1.0,,1.0
8en9r3sa,2018-10-11,1.0,2.0,0.0,2.0,3.0,2.0,5.0,3.0
8en9r3sa,2018-10-12,1.0,1.0,1.0,0.0,1.0,2.0,4.0,3.0
8en9r3sa,2018-10-13,,,,1.0,2.0,,8.0,
8en9r3sa,2018-10-14,2.0,3.0,0.0,1.0,2.0,1.0,12.0,3.0
8en9r3sa,2018-10-15,2.0,1.0,0.0,1.0,1.0,0.0,,1.0
8en9r3sa,2018-10-16,2.0,2.0,0.0,2.0,2.0,1.0,3.0,2.0
8en9r3sa,2018-10-17,1.0,0.0,0.0,2.0,2.0,3.0,7.0,3.0
8en9r3sa,2018-10-18,3.0,3.0,0.0,2.0,1.0,3.0,6.0,0.0
8en9r3sa,2018-10-19,,,,2.0,3.0,,12.0,
8en9r3sa,2018-10-20,1.0,1.0,0.0,2.0,2.0,1.0,12.0,2.0
8en9r3sa,2018-10-21,0.0,1.0,0.0,2.0,2.0,3.0,4.0,3.0
8en9r3sa,2018-10-22,,,,2.0,0.0,,0.0,
8en9r3sa,2018-10-23,1.0,1.0,0.0,2.0,2.0,0.0,,0.0
8en9r3sa,2018-10-24,1.0,1.0,0.0,3.0,2.0,0.0,,2.0
8en9r3sa,2018-10-25,2.0,2.0,0.0,1.0,1.0,1.0,11.0,1.0
8en9r3sa,2018-10-26,3.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
8en9r3sa,2018-10-27,,,,3.0,3.0,,12.0,
8en9r3sa,2018-10-28,1.0,1.0,0.0,2.0,3.0,2.0,,0.0
8en9r3sa,2018-10-29,2.0,1.0,0.0,1.0,1.0,2.0,7.0,1.0
8en9r3sa,2018-10-30,0.0,0.0,3.0,1.0,1.0,3.0,2.0,3.0
8en9r3sa,2018-10-31,,,,3.0,3.0,,4.0,
8ez26f3f,2018-10-10,2.0,2.0,0.0,,,1.0,,1.0
8ez26f3f,2018-10-11,1.0,2.0,0.0,2.0,3.0,2.0,5.0,3.0
8ez26f3f,2018-10-12,1.0,1.0,1.0,0.0,1.0,2.0,4.0,3.0
8ez26f3f,2018-10-13,,,,1.0,2.0,,8.0,
8ez26f3f,2018-10-14,2.0,3.0,0.0,1.0,2.0,1.0,12.0,3.0
8ez26f3f,2018-10-15,2.0,1.0,0.0,1.0,1.0,0.0,,1.0
8ez26f3f,2018-10-16,2.0,2.0,0.0,2.0,2.0,1.0,3.0,2.0
8ez26f3f,2018-10-17,1.0,0.0,0.0,2.0,2.0,3.0,7.0,3.0
8ez26f3f,2018-10-18,3.0,3.0,0.0,2.0,1.0,3.0,6.0,0.0
8ez26f3f,2018-10-19,,,,2.0,3.0,,12.0,
8ez26f3f,2018-10-20,1.0,1.0,0.0,2.0,2.0,1.0,12.0,2.0
8ez26f3f,2018-10-21,0.0,1.0,0.0,2.0,2.0,3.0,4.0,3.0
8ez26f3f,2018-10-22,,,,2.0,0.0,,0.0,
8ez26f3f,2018-10-23,1.0,1.0,0.0,2.0,2.0,0.0,,0.0
8ez26f3f,2018-10-24,1.0,1.0,0.0,3.0,2.0,0.0,,2.0
8ez26f3f,2018-10-25,2.0,2.0,0.0,1.0,1.0,1.0,11.0,1.0
8ez26f3f,2018-10-26,3.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
8ez26f3f,2018-10-27,,,,3.0,3.0,,12.0,
8ez26f3f,2018-10-28,1.0,1.0,0.0,2.0,3.0,2.0,,0.0
8ez26f3f,2018-10-29,2.0,1.0,0.0,1.0,1.0,2.0,7.0,1.0
8ez26f3f,2018-10-30,0.0,0.0,3.0,1.0,1.0,3.0,2.0,3.0
8ez26f3f,2018-10-31,,,,3.0,3.0,,4.0,
8ezcilq4,2018-10-10,2.0,2.0,0.0,,,1.0,,1.0
8ezcilq4,2018-10-11,1.0,2.0,0.0,2.0,3.0,2.0,5.0,3.0
8ezcilq4,2018-10-12,1.0,1.0,1.0,0.0,1.0,2.0,4.0,3.0
8ezcilq4,2018-10-13,,,,1.0,2.0,,8.0,
8ezcilq4,2018-10-14,2.0,3.0,0.0,1.0,2.0,1.0,12.0,3.0
8ezcilq4,2018-10-15,2.0,1.0,0.0,1.0,1.0,0.0,,1.0
8ezcilq4,2018-10-16,2.0,2.0,0.0,2.0,2.0,1.0,3.0,2.0
8ezcilq4,2018-10-17,1.0,0.0,0.0,2.0,2.0,3.0,7.0,3.0
8ezcilq4,2018-10-18,3.0,3.0,0.0,2.0,1.0,3.0,6.0,0.0
8ezcilq4,2018-10-19,,,,2.0,3.0,,12.0,
8ezcilq4,2018-10-20,1.0,1.0,0.0,2.0,2.0,1.0,12.0,2.0
8ezcilq4,2018-10-21,0.0,1.0,0.0,2.0,2.0,3.0,4.0,3.0
8ezcilq4,2018-10-22,,,,2.0,0.0,,0.0,
8ezcilq4,2018-10-23,1.0,1.0,0.0,2.0,2.0,0.0,,0.0
8ezcilq4,2018-10-24,1.0,1.0,0.0,3.0,2.0,0.0,,2.0
8ezcilq4,2018-10-25,2.0,2.0,0.0,1.0,1.0,1.0,11.0,1.0
8ezcilq4,2018-10-26,3.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
8ezcilq4,2018-10-27,,,,3.0,3.0,,12.0,
8ezcilq4,2018-10-28,1.0,1.0,0.0,2.0,3.0,2.0,,0.0
8ezcilq4,2018-10-29,2.0,1.0,0.0,1.0,1.0,2.0,7.0,1.0
8ezcilq4,2018-10-30,0.0,0.0,3.0,1.0,1.0,3.0,2.0,3.0
8ezcilq4,2018-10-31,,,,3.0,3.0,,4.0,
8fkzoogu,2018-10-10,2.0,2.0,0.0,,,1.0,,1.0
8fkzoogu,2018-10-11,1.0,2.0,0.0,2.0,3.0,2.0,5.0,3.0
8fkzoogu,2018-10-12,1.0,1.0,1.0,0.0,1.0,2.0,4.0,3.0
8fkzoogu,2018-10-13,,,,1.0,2.0,,8.0,
8fkzoogu,2018-10-14,2.0,3.0,0.0,1.0,2.0,1.0,12.0,3.0
8fkzoogu,2018-10-15,2.0,1.0,0.0,1.0,1.0,0.0,,1.0
8fkzoogu,2018-10-16,2.0,2.0,0.0,2.0,2.0,1.0,3.0,2.0
8fkzoogu,2018-10-17,1.0,0.0,0.0,2.0,2.0,3.0,7.0,3.0
8fkzoogu,2018-10-18,3.0,3.0,0.0,2.0,1.0,3.0,6.0,0.0
8fkzoogu,2018-10-19,,,,2.0,3.0,,12.0,
8fkzoogu,2018-10-20,1.0,1.0,0.0,2.0,2.0,1.0,12.0,2.0
8fkzoogu,2018-10-21,0.0,1.0,0.0,2.0,2.0,3.0,4.0,3.0
8fkzoogu,2018-10-22,,,,2.0,0.0,,0.0,
8fkzoogu,2018-10-23,1.0,1.0,0.0,2.0,2.0,0.0,,0.0
8fkzoogu,2018-10-24,1.0,1.0,0.0,3.0,2.0,0.0,,2.0
8fkzoogu,2018-10-25,2.0,2.0,0.0,1.0,1.0,1.0,11.0,1.0
8fkzoogu,2018-10-26,3.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
8fkzoogu,2018-10-27,,,,3.0,3.0,,12.0,
8fkzoogu,2018-10-28,1.0,1.0,0.0,2.0,3.0,2.0,,0.0
8fkzoogu,2018-10-29,2.0,1.0,0.0,1.0,1.0,2.0,7.0,1.0
8fkzoogu,2018-10-30,0.0,0.0,3.0,1.0,1.0,3.0,2.0,3.0
8fkzoogu,2018-10-31,,,,3.0,3.0,,4.0,
8fmtcx87,2018-10-10,2.0,2.0,0.0,,,1.0,,1.0
8fmtcx87,2018-10-11,1.0,2.0,0.0,2.0,3.0,2.0,5.0,3.0
8fmtcx87,2018-10-12,1.0,1.0,1.0,0.0,1.0,2.0,4.0,3.0
8fmtcx87,2018-10-13,,,,1.0,2.0,,8.0,
8fmtcx87,2018-10-14,2.0,3.0,0.0,1.0,2.0,1.0,12.0,3.0
8fmtcx87,2018-10-15,2.0,1.0,0.0,1.0,1.0,0.0,,1.0
8fmtcx87,2018-10-16,2.0,2.0,0.0,2.0,2.0,1.0,3.0,2.0
8fmtcx87,2018-10-17,1.0,0.0,0.0,2.0,2.0,3.0,7.0,3.0
8fmtcx87,2018-10-18,3.0,3.0,0.0,2.0,1.0,3.0,6.0,0.0
8fmtcx87,2018-10-19,,,,2.0,3.0,,12.0,
8fmtcx87,2018-10-20,1.0,1.0,0.0,2.0,2.0,1.0,12.0,2.0
8fmtcx87,2018-10-21,0.0,1.0,0.0,2.0,2.0,3.0,4.0,3.0
8fmtcx87,2018-10-22,,,,2.0,0.0,,0.0,
8fmtcx87,2018-10-23,1.0,1.0,0.0,2.0,2.0,0.0,,0.0
8fmtcx87,2018-10-24,1.0,1.0,0.0,3.0,2.0,0.0,,2.0
8fmtcx87,2018-10-25,2.0,2.0,0.0,1.0,1.0,1.0,11.0,1.0
8fmtcx87,2018-10-26,3.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
8fmtcx87,2018-10-27,,,,3.0,3.0,,12.0,
8fmtcx87,2018-10-28,1.0,1.0,0.0,2.0,3.0,2.0,,0.0
8fmtcx87,2018-10-29,2.0,1.0,0.0,1.0,1.0,2.0,7.0,1.0
8fmtcx87,2018-10-30,0.0,0.0,3.0,1.0,1.0,3.0,2.0,3.0
8fmtcx87,2018-10-31,,,,3.0,3.0,,4.0,
8g86m5n2,2018-10-10,2.0,2.0,0.0,,,1.0,,1.0
8g86m5n2,2018-10-11,1.0,2.0,0.0,2.0,3.0,2.0,5.0,3.0
8g86m5n2,2018-10-12,1.0,1.0,1.0,0.0,1.0,2.0,4.0,3.0
8g86m5n2,2018-10-13,,,,1.0,2.0,,8.0,
8g86m5n2,2018-10-14,2.0,3.0,0.0,1.0,2.0,1.0,12.0,3.0
8g86m5n2,2018-10-15,2.0,1.0,0.0,1.0,1.0,0.0,,1.0
8g86m5n2,2018-10-16,2.0,2.0,0.0,2.0,2.0,1.0,3.0,2.0
8g86m5n2,2018-10-17,1.0,0.0,0.0,2.0,2.0,3.0,7.0,3.0
8g86m5n2,2018-10-18,3.0,3.0,0.0,2.0,1.0,3.0,6.0,0.0
8g86m5n2,2018-10-19,,,,2.0,3.0,,12.0,
8g86m5n2,2018-10-20,1.0,1.0,0.0,2.0,2.0,1.0,12.0,2.0
8g86m5n2,2018-10-21,0.0,1.0,0.0,2.0,2.0,3.0,4.0,3.0
8g86m5n2,2018-10-22,,,,2.0,0.0,,0.0,
8g86m5n2,2018-10-23,1.0,1.0,0.0,2.0,2.0,0.0,,0.0
8g86m5n2,2018-10-24,1.0,1.0,0.0,3.0,2.0,0.0,,2.0
8g86m5n2,2018-10-25,2.0,2.0,0.0,1.0,1.0,1.0,11.0,1.0
8g86m5n2,2018-10-26,3.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
8g86m5n2,2018-10-27,,,,3.0,3.0,,12.0,
8g86m5n2,2018-10-28,1.0,1.0,0.0,2.0,3.0,2.0,,0.0
8g86m5n2,2018-10-29,2.0,1.0,0.0,1.0,1.0,2.0,7.0,1.0
8g86m5n2,2018-10-30,0.0,0.0,3.0,1.0,1.0,3.0,2.0,3.0
8g86m5n2,2018-10-31,,,,3.0,3.0,,4.0,
8ggmi9e9,2018-10-10,2.0,2.0,0.0,,,1.0,,1.0
8ggmi9e9,2018-10-11,1.0,2.0,0.0,2.0,3.0,2.0,5.0,3.0
8ggmi9e9,2018-10-12,1.0,1.0,1.0,0.0,1.0,2.0,4.0,3.0
8ggmi9e9,2018-10-13,,,,1.0,2.0,,8.0,
8ggmi9e9,2018-10-14,2.0,3.0,0.0,1.0,2.0,1.0,12.0,3.0
8ggmi9e9,2018-10-15,2.0,1.0,0.0,1.0,1.0,0.0,,1.0
8ggmi9e9,2018-10-16,2.0,2.0,0.0,2.0,2.0,1.0,3.0,2.0
8ggmi9e9,2018-10-17,1.0,0.0,0.0,2.0,2.0,3.0,7.0,3.0
8ggmi9e9,2018-10-18,3.0,3.0,0.0,2.0,1.0,3.0,6.0,0.0
8ggmi9e9,2018-10-19,,,,2.0,3.0,,12.0,
8ggmi9e9,2018-10-20,1.0,1.0,0.0,2.0,2.0,1.0,12.0,2.0
8ggmi9e9,2018-10-21,0.0,1.0,0.0,2.0,2.0,3.0,4.0,3.0
8ggmi9e9,2018-10-22,,,,2.0,0.0,,0.0,
8ggmi9e9,2018-10-23,1.0,1.0,0.0,2.0,2.0,0.0,,0.0
8ggmi9e9,2018-10-24,1.0,1.0,0.0,3.0,2.0,0.0,,2.0
8ggmi9e9,2018-10-25,2.0,2.0,0.0,1.0,1.0,1.0,11.0,1.0
8ggmi9e9,2018-10-26,3.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
8ggmi9e9,2018-10-27,,,,3.0,3.0,,12.0,
8ggmi9e9,2018-10-28,1.0,1.0,0.0,2.0,3.0,2.0,,0.0
8ggmi9e9,2018-10-29,2.0,1.0,0.0,1.0,1.0,2.0,7.0,1.0
8ggmi9e9,2018-10-30,0.0,0.0,3.0,1.0,1.0,3.0,2.0,3.0
8ggmi9e9,2018-10-31,,,,3.0,3.0,,4.0,
8gnddzhw,2018-10-10,2.0,2.0,0.0,,,1.0,,1.0
8gnddzhw,2018-10-11,1.0,2.0,0.0,2.0,3.0,2.0,5.0,3.0
8gnddzhw,2018-10-12,1.0,1.0,1.0,0.0,1.0,2.0,4.0,3.0
8gnddzhw,2018-10-13,,,,1.0,2.0,,8.0,
8gnddzhw,2018-10-14,2.0,3.0,0.0,1.0,2.0,1.0,12.0,3.0
8gnddzhw,2018-10-15,2.0,1.0,0.0,1.0,1.0,0.0,,1.0
8gnddzhw,2018-10-16,2.0,2.0,0.0,2.0,2.0,1.0,3.0,2.0
8gnddzhw,2018-10-17,1.0,0.0,0.0,2.0,2.0,3.0,7.0,3.0
8gnddzhw,2018-10-18,3.0,3.0,0.0,2.0,1.0,3.0,6.0,0.0
8gnddzhw,2018-10-19,,,,2.0,3.0,,12.0,
8gnddzhw,2018-10-20,1.0,1.0,0.0,2.0,2.0,1.0,12.0,2.0
8gnddzhw,2018-10-21,0.0,1.0,0.0,2.0,2.0,3.0,4.0,3.0
8gnddzhw,2018-10-22,,,,2.0,0.0,,0.0,
8gnddzhw,2018-10-23,1.0,1.0,0.0,2.0,2.0,0.0,,0.0
8gnddzhw,2018-10-24,1.0,1.0,0.0,3.0,2.0,0.0,,2.0
8gnddzhw,2018-10-25,2.0,2.0,0.0,1.0,1.0,1.0,11.0,1.0
8gnddzhw,2018-10-26,3.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
8gnddzhw,2018-10-27,,,,3.0,3.0,,12.0,
8gnddzhw,2018-10-28,1.0,1.0,0.0,2.0,3.0,2.0,,0.0
8gnddzhw,2018-10-29,2.0,1.0,0.0,1.0,1.0,2.0,7.0,1.0
8gnddzhw,2018-10-30,0.0,0.0,3.0,1.0,1.0,3.0,2.0,3.0
8gnddzhw,2018-10-31,,,,3.0,3.0,,4.0,
8gq4okuc,2019-02-14,2.0,2.0,0.0,,,0.0,,2.0
8gq4okuc,2019-02-15,3.0,2.0,1.0,,,1.0,,0.0
8gq4okuc,2019-02-16,3.0,2.0,0.0,,,1.0,,0.0
8gq4okuc,2019-02-17,3.0,2.0,0.0,1.0,2.0,1.0,,0.0
8gq4okuc,2019-02-19,1.0,1.0,0.0,0.0,1.0,0.0,,1.0
8gq4okuc,2019-02-20,3.0,2.0,0.0,0.0,2.0,0.0,,1.0
8gq4okuc,2019-02-21,,,,1.0,2.0,,8.0,
8gq4okuc,2019-02-22,2.0,2.0,0.0,,,1.0,,1.0
8gq4okuc,2019-02-24,3.0,2.0,0.0,,,0.0,,0.0
8gq4okuc,2019-02-25,1.0,2.0,0.0,1.0,3.0,1.0,,0.0
8gq4okuc,2019-02-26,2.0,2.0,0.0,1.0,1.0,0.0,6.0,0.0
8gq4okuc,2019-02-27,3.0,3.0,0.0,1.0,2.0,0.0,5.0,0.0
8gq4okuc,2019-02-28,2.0,2.0,0.0,,,1.0,,0.0
8gq4okuc,2019-03-01,,,,0.0,0.0,,7.0,
8gq4okuc,2019-03-02,2.0,,0.0,,,0.0,,0.0
8gq4okuc,2019-03-03,1.0,1.0,0.0,1.0,1.0,0.0,,0.0
8gq4okuc,2019-03-04,2.0,1.0,0.0,,,0.0,,1.0
8gq4okuc,2019-03-05,,,,0.5,0.5,,7.5,
8gq4okuc,2019-03-06,,,,2.0,2.0,,7.0,
8gq4okuc,2019-03-07,,,,1.0,1.0,,,
8ietlgm2,2018-10-10,2.0,2.0,0.0,,,1.0,,1.0
8ietlgm2,2018-10-11,1.0,2.0,0.0,2.0,3.0,2.0,5.0,3.0
8ietlgm2,2018-10-12,1.0,1.0,1.0,0.0,1.0,2.0,4.0,3.0
8ietlgm2,2018-10-13,,,,1.0,2.0,,8.0,
8ietlgm2,2018-10-14,2.0,3.0,0.0,1.0,2.0,1.0,12.0,3.0
8ietlgm2,2018-10-15,2.0,1.0,0.0,1.0,1.0,0.0,,1.0
8ietlgm2,2018-10-16,2.0,2.0,0.0,2.0,2.0,1.0,3.0,2.0
8ietlgm2,2018-10-17,1.0,0.0,0.0,2.0,2.0,3.0,7.0,3.0
8ietlgm2,2018-10-18,3.0,3.0,0.0,2.0,1.0,3.0,6.0,0.0
8ietlgm2,2018-10-19,,,,2.0,3.0,,12.0,
8ietlgm2,2018-10-20,1.0,1.0,0.0,2.0,2.0,1.0,12.0,2.0
8ietlgm2,2018-10-21,0.0,1.0,0.0,2.0,2.0,3.0,4.0,3.0
8ietlgm2,2018-10-22,,,,2.0,0.0,,0.0,
8ietlgm2,2018-10-23,1.0,1.0,0.0,2.0,2.0,0.0,,0.0
8ietlgm2,2018-10-24,1.0,1.0,0.0,3.0,2.0,0.0,,2.0
8ietlgm2,2018-10-25,2.0,2.0,0.0,1.0,1.0,1.0,11.0,1.0
8ietlgm2,2018-10-26,3.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
8ietlgm2,2018-10-27,,,,3.0,3.0,,12.0,
8ietlgm2,2018-10-28,1.0,1.0,0.0,2.0,3.0,2.0,,0.0
8ietlgm2,2018-10-29,2.0,1.0,0.0,1.0,1.0,2.0,7.0,1.0
8ietlgm2,2018-10-30,0.0,0.0,3.0,1.0,1.0,3.0,2.0,3.0
8ietlgm2,2018-10-31,,,,3.0,3.0,,4.0,
8if4ffy4,2018-10-10,2.0,2.0,0.0,,,1.0,,1.0
8if4ffy4,2018-10-11,1.0,2.0,0.0,2.0,3.0,2.0,5.0,3.0
8if4ffy4,2018-10-12,1.0,1.0,1.0,0.0,1.0,2.0,4.0,3.0
8if4ffy4,2018-10-13,,,,1.0,2.0,,8.0,
8if4ffy4,2018-10-14,2.0,3.0,0.0,1.0,2.0,1.0,12.0,3.0
8if4ffy4,2018-10-15,2.0,1.0,0.0,1.0,1.0,0.0,,1.0
8if4ffy4,2018-10-16,2.0,2.0,0.0,2.0,2.0,1.0,3.0,2.0
8if4ffy4,2018-10-17,1.0,0.0,0.0,2.0,2.0,3.0,7.0,3.0
8if4ffy4,2018-10-18,3.0,3.0,0.0,2.0,1.0,3.0,6.0,0.0
8if4ffy4,2018-10-19,,,,2.0,3.0,,12.0,
8if4ffy4,2018-10-20,1.0,1.0,0.0,2.0,2.0,1.0,12.0,2.0
8if4ffy4,2018-10-21,0.0,1.0,0.0,2.0,2.0,3.0,4.0,3.0
8if4ffy4,2018-10-22,,,,2.0,0.0,,0.0,
8if4ffy4,2018-10-23,1.0,1.0,0.0,2.0,2.0,0.0,,0.0
8if4ffy4,2018-10-24,1.0,1.0,0.0,3.0,2.0,0.0,,2.0
8if4ffy4,2018-10-25,2.0,2.0,0.0,1.0,1.0,1.0,11.0,1.0
8if4ffy4,2018-10-26,3.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
8if4ffy4,2018-10-27,,,,3.0,3.0,,12.0,
8if4ffy4,2018-10-28,1.0,1.0,0.0,2.0,3.0,2.0,,0.0
8if4ffy4,2018-10-29,2.0,1.0,0.0,1.0,1.0,2.0,7.0,1.0
8if4ffy4,2018-10-30,0.0,0.0,3.0,1.0,1.0,3.0,2.0,3.0
8if4ffy4,2018-10-31,,,,3.0,3.0,,4.0,
8l4kiyve,2018-10-10,2.0,2.0,0.0,,,1.0,,1.0
8l4kiyve,2018-10-11,1.0,2.0,0.0,2.0,3.0,2.0,5.0,3.0
8l4kiyve,2018-10-12,1.0,1.0,1.0,0.0,1.0,2.0,4.0,3.0
8l4kiyve,2018-10-13,,,,1.0,2.0,,8.0,
8l4kiyve,2018-10-14,2.0,3.0,0.0,1.0,2.0,1.0,12.0,3.0
8l4kiyve,2018-10-15,2.0,1.0,0.0,1.0,1.0,0.0,,1.0
8l4kiyve,2018-10-16,2.0,2.0,0.0,2.0,2.0,1.0,3.0,2.0
8l4kiyve,2018-10-17,1.0,0.0,0.0,2.0,2.0,3.0,7.0,3.0
8l4kiyve,2018-10-18,3.0,3.0,0.0,2.0,1.0,3.0,6.0,0.0
8l4kiyve,2018-10-19,,,,2.0,3.0,,12.0,
8l4kiyve,2018-10-20,1.0,1.0,0.0,2.0,2.0,1.0,12.0,2.0
8l4kiyve,2018-10-21,0.0,1.0,0.0,2.0,2.0,3.0,4.0,3.0
8l4kiyve,2018-10-22,,,,2.0,0.0,,0.0,
8l4kiyve,2018-10-23,1.0,1.0,0.0,2.0,2.0,0.0,,0.0
8l4kiyve,2018-10-24,1.0,1.0,0.0,3.0,2.0,0.0,,2.0
8l4kiyve,2018-10-25,2.0,2.0,0.0,1.0,1.0,1.0,11.0,1.0
8l4kiyve,2018-10-26,3.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
8l4kiyve,2018-10-27,,,,3.0,3.0,,12.0,
8l4kiyve,2018-10-28,1.0,1.0,0.0,2.0,3.0,2.0,,0.0
8l4kiyve,2018-10-29,2.0,1.0,0.0,1.0,1.0,2.0,7.0,1.0
8l4kiyve,2018-10-30,0.0,0.0,3.0,1.0,1.0,3.0,2.0,3.0
8l4kiyve,2018-10-31,,,,3.0,3.0,,4.0,
8lfe7o7k,2018-10-10,2.0,2.0,0.0,,,1.0,,1.0
8lfe7o7k,2018-10-11,1.0,2.0,0.0,2.0,3.0,2.0,5.0,3.0
